Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Cities,,,,,,
FDW24,6.8,Low Fat,0.03748996,Baking Goods,48.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,291.6204,Nagpur,,,,,,
FDW09,12.6,Regular,0.025795293,Snack Foods,80.2302,OUT027,1985,Medium,Tier 3,Supermarket Type3,2139.2154,Varanasi,,,,,,
FDN10,11.5,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,Jaipur,,,,,,
FDE23,17.6,Regular,0.053170949,Starchy Foods,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,Surat,,,,,,
FDV16,7.75,Regular,0.082915017,Frozen Foods,34.9558,OUT035,2004,Small,Tier 2,Supermarket Type1,645.1602,Surat,,,,,,
FDF12,12.6,Low Fat,0.082028694,Baking Goods,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.8052,Yamunanagar,,,,,,
FDN21,18.6,Low Fat,0.076975118,Snack Foods,161.8236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1611.236,Delhi,,,,,,
DRC25,5.73,Low Fat,0.045371855,Soft Drinks,86.0882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466,Delhi,,,,,,
NCP18,12.15,Low Fat,0.028642712,Household,149.0708,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.7664,Mumbai,,,,,,
FDW60,5.44,Regular,0.017047751,Baking Goods,174.637,OUT013,1987,High,Tier 3,Supermarket Type1,2999.429,Varanasi,,,,,,
FDY04,17.7,Regular,0.042562588,Frozen Foods,165.021,OUT045,2002,Medium,Tier 2,Supermarket Type1,3425.541,Indore,,,,,,
NCJ31,12.6,Low Fat,0.181769264,Others,240.6196,OUT027,1985,Medium,Tier 3,Supermarket Type3,4579.3724,Varanasi,,,,,,
DRN47,12.1,Low Fat,0.016812745,Hard Drinks,180.666,OUT013,1987,High,Tier 3,Supermarket Type1,4134.618,Varanasi,,,,,,
FDU13,8.355,Low Fat,0.053930934,Canned,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614,Ranchi,,,,,,
FDT39,6.26,Regular,0.016516867,Meat,151.1366,OUT010,1998,Medium,Tier 3,Grocery Store,453.4098,Guwahati,,,,,,
NCQ18,15.75,Low Fat,0.134960397,Household,101.37,OUT013,1987,High,Tier 3,Supermarket Type1,2097.27,Yamunanagar,,,,,,
FDV25,5.905,Low Fat,0.045614252,Canned,221.5456,OUT013,1987,High,Tier 3,Supermarket Type1,6852.4136,Patna,,,,,,
NCE30,16,Low Fat,0.099136036,Household,210.3902,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.7314,Chennai,,,,,,
NCN42,20.25,Low Fat,0.014222617,Household,148.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,3531.4032,Kolkata,,,,,,
FDW25,5.175,Low Fat,0.037457098,Canned,83.4224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1448.7808,Delhi,,,,,,
FDS49,9,Low Fat,0.079279489,Canned,77.2644,OUT013,1987,High,Tier 3,Supermarket Type1,1335.5948,Meerut,,,,,,
FDN34,15.6,Regular,0.045835395,Snack Foods,168.2132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2367.5848,Pune,,,,,,
FDS45,5.175,Regular,0.029616108,Snack Foods,107.7622,OUT018,2009,Medium,Tier 3,Supermarket Type2,2011.3818,Bhopal,,,,,,
NCL53,12.6,Low Fat,0.053930934,Health and Hygiene,175.4028,OUT027,1985,Medium,Tier 3,Supermarket Type3,6729.9064,Varanasi,,,,,,
FDT38,18.7,Low Fat,0.0576269,Dairy,83.3566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452,Chennai,,,,,,
NCX06,17.6,Low Fat,0.015687045,Household,182.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3440.8544,Hyderabad,,,,,,
NCY17,18.2,Low Fat,0.162960415,Health and Hygiene,43.5086,OUT013,1987,High,Tier 3,Supermarket Type1,1070.6064,Yamunanagar,,,,,,
NCO18,13.15,Low Fat,0.024651269,Household,179.5686,OUT046,1997,Small,Tier 1,Supermarket Type1,1422.1488,Kolkata,,,,,,
FDY47,8.6,Regular,0.091195818,Breads,130.231,OUT010,1998,Medium,Tier 3,Grocery Store,129.831,Ranchi,,,,,,
FDF57,12.6,Regular,0.058542509,Fruits and Vegetables,168.6448,OUT027,1985,Medium,Tier 3,Supermarket Type3,3408.896,Yamunanagar,,,,,,
FDS26,20.35,Low Fat,0.089608321,Dairy,262.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,3139.9128,Bangalore,,,,,,
NCL17,7.39,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,2004,Small,Tier 2,Supermarket Type1,3704.5112,Surat,,,,,,
NCB18,19.6,Low Fat,0.041355366,Household,88.7514,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.542,Bangalore,,,,,,
FDA50,16.25,Low Fat,0.145913308,Dairy,95.441,OUT010,1998,Medium,Tier 3,Grocery Store,193.082,Yamunanagar,,,,,,
DRE13,6.28,Low Fat,0.027748176,Soft Drinks,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168,Kolkata,,,,,,
DRE60,9.395,Low Fat,0.159201868,Soft Drinks,226.072,OUT013,1987,High,Tier 3,Supermarket Type1,3621.952,Meerut,,,,,,
FDB20,7.72,Low Fat,0.052274691,Fruits and Vegetables,79.1986,OUT017,2007,Medium,Tier 2,Supermarket Type1,778.986,Surat,,,,,,
NCS18,12.65,Low Fat,0.042175992,Household,106.4938,OUT013,1987,High,Tier 3,Supermarket Type1,2465.4574,Bhopal,,,,,,
FDH19,12.6,Low Fat,0.057933643,Meat,175.1738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476,Delhi,,,,,,
FDS47,16.75,Low Fat,0.053930934,Breads,88.7856,OUT045,2002,Medium,Tier 2,Supermarket Type1,966.7416,Jaipur,,,,,,
FDC09,15.5,Regular,0.026280116,Fruits and Vegetables,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988,Bhopal,,,,,,
DRG23,8.88,Low Fat,0.086916126,Hard Drinks,153.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1219.7456,Kolkata,,,,,,
FDU34,18.25,Low Fat,0.075347426,Snack Foods,126.3046,OUT045,2002,Medium,Tier 2,Supermarket Type1,747.0276,Chandigarh,,,,,,
FDZ40,8.935,Low Fat,0.040410039,Frozen Foods,52.9298,OUT017,2007,Medium,Tier 2,Supermarket Type1,539.298,Nagpur,,,,,,
NCE30,16,Low Fat,0.09911729,Household,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.1942,Chandigarh,,,,,,
FDA44,19.7,Low Fat,0.053439522,Fruits and Vegetables,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674,Meerut,,,,,,
FDB32,20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,OUT035,2004,Small,Tier 2,Supermarket Type1,2816.334,Ahmedabad,,,,,,
NCO06,19.25,Low Fat,0.108030434,Household,32.4558,OUT046,1997,Small,Tier 1,Supermarket Type1,101.8674,Hyderabad,,,,,,
FDY44,14.15,Regular,0.024404558,Fruits and Vegetables,198.311,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.343,Mumbai,,,,,,
FDG10,6.63,Regular,0.010961483,Snack Foods,58.2588,OUT045,2002,Medium,Tier 2,Supermarket Type1,343.5528,Jaipur,,,,,,
FDF38,11.8,Regular,0.026358005,Canned,39.6138,OUT046,1997,Small,Tier 1,Supermarket Type1,365.5242,Mumbai,,,,,,
FDW59,12.6,Low Fat,0.03627089,Breads,85.9566,OUT019,1985,Small,Tier 1,Grocery Store,169.1132,Delhi,,,,,,
FDP34,12.85,Low Fat,0.137227848,Snack Foods,155.563,OUT046,1997,Small,Tier 1,Supermarket Type1,4224.501,Mumbai,,,,,,
FDZ26,11.6,Regular,0.144832027,Dairy,239.8222,OUT017,2007,Medium,Tier 2,Supermarket Type1,4063.3774,Surat,,,,,,
FDH17,12.6,Regular,0.029157849,Frozen Foods,97.0726,OUT019,1985,Small,Tier 1,Grocery Store,293.6178,Bangalore,,,,,,
FDU44,12.15,Regular,0.058756205,Fruits and Vegetables,161.0552,OUT017,2007,Medium,Tier 2,Supermarket Type1,3411.5592,Indore,,,,,,
FDS23,4.635,Low Fat,0.141108156,Breads,128.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2698.4874,Bangalore,,,,,,
DRE03,19.6,Low Fat,0.024325592,Dairy,48.5718,OUT018,2009,Medium,Tier 3,Supermarket Type2,425.4462,Patna,,,,,,
FDY57,20.2,Regular,0.121500143,Snack Foods,95.0752,OUT045,2002,Medium,Tier 2,Supermarket Type1,2588.6304,Chandigarh,,,,,,
FDH50,12.6,Regular,0.160653682,Canned,185.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3,5901.6512,Yamunanagar,,,,,,
DRY23,9.395,Regular,0.109096371,Soft Drinks,44.6112,OUT046,1997,Small,Tier 1,Supermarket Type1,511.3344,Kolkata,,,,,,
FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,2812.3392,Jaipur,,,,,,
FDB38,19.5,Regular,0.027458099,Canned,158.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556.672,Varanasi,,,,,,
FDY16,18.35,Regular,0.092226754,Frozen Foods,184.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,Chennai,,,,,,
FDG33,5.365,Regular,0.234733477,Seafood,173.4764,OUT010,1998,Medium,Tier 3,Grocery Store,171.7764,Varanasi,,,,,,
FDN04,11.8,Regular,0.014144442,Frozen Foods,180.4344,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.3032,Patna,,,,,,
FDJ48,11.3,Low Fat,0.056754036,Baking Goods,247.5118,OUT017,2007,Medium,Tier 2,Supermarket Type1,2470.118,Surat,,,,,,
NCC07,19.6,Low Fat,0.023999722,Household,104.0964,OUT045,2002,Medium,Tier 2,Supermarket Type1,525.982,Nagpur,,,,,,
FDI35,14,Low Fat,0.041355366,Starchy Foods,182.0634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4544.085,Hyderabad,,,,,,
DRH49,19.7,Low Fat,0.024655594,Soft Drinks,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,743.0328,Pune,,,,,,
FDY51,12.5,Low Fat,0.081134826,Meat,220.0798,OUT046,1997,Small,Tier 1,Supermarket Type1,4848.3556,Pune,,,,,,
NCG07,12.3,Low Fat,0.052608525,Household,191.253,OUT045,2002,Medium,Tier 2,Supermarket Type1,2656.542,Surat,,,,,,
FDA22,7.435,Low Fat,0.084452363,Starchy Foods,165.2158,OUT046,1997,Small,Tier 1,Supermarket Type1,2840.9686,Chennai,,,,,,
FDA33,6.48,Low Fat,0.033899898,Snack Foods,146.9076,OUT046,1997,Small,Tier 1,Supermarket Type1,2956.152,Kolkata,,,,,,
FDV03,17.6,Low Fat,0.058042926,Meat,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1,1861.5768,Patna,,,,,,
FDP27,8.155,Low Fat,0.119692888,Meat,188.453,OUT045,2002,Medium,Tier 2,Supermarket Type1,4364.319,Jaipur,,,,,,
FDZ20,16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.6916,Bangalore,,,,,,
FDR56,15.5,Regular,0.100922503,Fruits and Vegetables,199.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,2759.0752,Bangalore,,,,,,
NCV41,12.6,Low Fat,0.016956266,Health and Hygiene,109.3228,OUT027,1985,Medium,Tier 3,Supermarket Type3,2431.5016,Patna,,,,,,
FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058,Ahmedabad,,,,,,
NCB30,14.6,Low Fat,0.025742955,Household,197.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4761.8016,Bangalore,,,,,,
FDX23,6.445,Low Fat,0.029812714,Baking Goods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1229.0668,Bhopal,,,,,,
FDY24,4.88,Regular,0.133382115,Baking Goods,55.0298,OUT013,1987,High,Tier 3,Supermarket Type1,647.1576,Meerut,,,,,,
FDZ37,8.1,Regular,0.053930934,Canned,88.5198,OUT013,1987,High,Tier 3,Supermarket Type1,261.6594,Varanasi,,,,,,
FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.4714,Jaipur,,,,,,
NCE18,10,Low Fat,0.021425341,Household,250.175,OUT046,1997,Small,Tier 1,Supermarket Type1,2996.1,Kolkata,,,,,,
FDY60,12.6,Regular,0.02624324,Baking Goods,143.8128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4458.1968,Guwahati,,,,,,
FDT24,12.35,Regular,0.185704641,Baking Goods,77.1328,OUT013,1987,High,Tier 3,Supermarket Type1,2239.7512,Bhopal,,,,,,
NCV06,11.3,Low Fat,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692,Lucknow,,,,,,
FDP51,12.6,Regular,0.149305497,Meat,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,592.562,Delhi,,,,,,
FDU49,19.5,Regular,0.030688557,Canned,85.754,OUT035,2004,Small,Tier 2,Supermarket Type1,2163.85,Indore,,,,,,
FDQ16,19.7,Low Fat,0.041803291,Frozen Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,3275.736,Pune,,,,,,
FDV16,7.75,Regular,0.082861686,Frozen Foods,32.6558,OUT013,1987,High,Tier 3,Supermarket Type1,679.116,Yamunanagar,,,,,,
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.483,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.713,Varanasi,,,,,,
FDE09,12.6,Low Fat,0.021498768,Fruits and Vegetables,111.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,1768.3648,Yamunanagar,,,,,,
NCV54,11.1,Low Fat,0.033102681,Household,116.6124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,Jaipur,,,,,,
FDH27,7.075,Low Fat,0.058676973,Dairy,142.0128,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.6304,Indore,,,,,,
FDF33,7.97,Low Fat,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688,Surat,,,,,,
NCP18,12.15,Low Fat,0.028592842,Household,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.9452,Lucknow,,,,,,
FDZ45,14.1,Low Fat,0.067148407,Snack Foods,200.4084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3968.168,Bhopal,,,,,,
FDU25,12.6,Low Fat,0.026552056,Canned,56.2246,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,Patna,,,,,,
FDQ40,11.1,Regular,0.060302689,Frozen Foods,175.8712,OUT010,1998,Medium,Tier 3,Grocery Store,175.7712,Ranchi,,,,,,
DRD25,12.6,Low Fat,0.138269873,Soft Drinks,111.686,OUT019,1985,Small,Tier 1,Grocery Store,452.744,Mumbai,,,,,,
FDJ57,7.42,Regular,0.036109859,Seafood,186.5582,OUT010,1998,Medium,Tier 3,Grocery Store,185.7582,Bhopal,,,,,,
FDT43,16.35,Low Fat,0.020579897,Fruits and Vegetables,52.1324,OUT049,1999,Medium,Tier 1,Supermarket Type1,934.7832,Pune,,,,,,
FDH44,19.1,Regular,0.025912378,Fruits and Vegetables,146.8418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1765.7016,Pune,,,,,,
FDR31,12.6,Regular,0.086077865,Fruits and Vegetables,143.8102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204,Bangalore,,,,,,
FDQ27,5.19,Regular,0.044432887,Meat,102.899,OUT018,2009,Medium,Tier 3,Supermarket Type2,1651.184,Meerut,,,,,,
DRK13,11.8,Low Fat,0.115346634,Soft Drinks,200.2084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4563.3932,Bangalore,,,,,,
FDB04,11.35,Regular,0.063226306,Dairy,87.9856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,Pune,,,,,,
NCI54,15.2,Low Fat,0.03366718,Household,109.6912,OUT045,2002,Medium,Tier 2,Supermarket Type1,1419.4856,Jaipur,,,,,,
FDP19,11.5,Low Fat,0.173867958,Fruits and Vegetables,128.8652,OUT045,2002,Medium,Tier 2,Supermarket Type1,1291.652,Surat,,,,,,
FDB37,20.25,Regular,0.022936488,Baking Goods,240.8538,OUT035,2004,Small,Tier 2,Supermarket Type1,7931.6754,Surat,,,,,,
NCR05,10.1,Low Fat,0.054585372,Health and Hygiene,196.5084,OUT013,1987,High,Tier 3,Supermarket Type1,595.2252,Bhopal,,,,,,
FDZ15,13.1,Low Fat,0.020913071,Dairy,120.1782,OUT045,2002,Medium,Tier 2,Supermarket Type1,2026.0294,Indore,,,,,,
NCQ29,12,Low Fat,0.104230135,Health and Hygiene,259.5278,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,Kolkata,,,,,,
FDL04,19,Low Fat,0.111923422,Frozen Foods,106.5622,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.244,Hyderabad,,,,,,
DRH49,19.7,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,247.6776,Bhopal,,,,,,
FDT07,12.6,Regular,0.135375727,Fruits and Vegetables,256.133,OUT019,1985,Small,Tier 1,Grocery Store,256.333,Kolkata,,,,,,
NCI55,18.6,Low Fat,0.012679226,Household,120.9414,OUT045,2002,Medium,Tier 2,Supermarket Type1,2680.5108,Lucknow,,,,,,
FDP19,11.5,Low Fat,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,3487.4604,Indore,,,,,,
FDV45,16.75,Low Fat,0.045138797,Snack Foods,187.9556,OUT045,2002,Medium,Tier 2,Supermarket Type1,2816.334,Chandigarh,,,,,,
FDG26,18.85,Low Fat,0.04282359,Canned,254.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.664,Varanasi,,,,,,
DRJ01,6.135,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.9888,Ahmedabad,,,,,,
FDD14,20.7,Low Fat,0.169776346,Canned,184.4266,OUT035,2004,Small,Tier 2,Supermarket Type1,3688.532,Chandigarh,,,,,,
DRH37,17.6,Low Fat,0.041608488,Soft Drinks,165.4526,OUT035,2004,Small,Tier 2,Supermarket Type1,1644.526,Surat,,,,,,
NCD18,16,Low Fat,0.072608647,Household,228.3668,OUT013,1987,High,Tier 3,Supermarket Type1,5298.4364,Patna,,,,,,
NCE55,8.92,Low Fat,0.130191993,Household,176.837,OUT045,2002,Medium,Tier 2,Supermarket Type1,2117.244,Jaipur,,,,,,
NCQ43,17.75,Low Fat,0.111931193,Others,108.8912,OUT017,2007,Medium,Tier 2,Supermarket Type1,327.5736,Nagpur,,,,,,
FDC41,15.6,Low Fat,0.116913245,Frozen Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608,Delhi,,,,,,
DRL01,12.6,Regular,0.13511877,Soft Drinks,232.9958,OUT019,1985,Small,Tier 1,Grocery Store,934.7832,Hyderabad,,,,,,
FDX48,17.75,Regular,0.063416566,Baking Goods,154.6656,OUT010,1998,Medium,Tier 3,Grocery Store,308.9312,Ranchi,,,,,,
DRC25,5.73,Low Fat,0.075943184,Soft Drinks,85.5882,OUT010,1998,Medium,Tier 3,Grocery Store,171.7764,Bhopal,,,,,,
DRF48,5.73,Low Fat,0.05190652,Soft Drinks,188.1898,OUT045,2002,Medium,Tier 2,Supermarket Type1,1496.7184,Nagpur,,,,,,
FDT34,9.3,Low Fat,0.175060504,Snack Foods,106.7964,OUT018,2009,Medium,Tier 3,Supermarket Type2,525.982,Varanasi,,,,,,
NCB43,20.2,Low Fat,0.099893424,Household,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,3928.8858,Lucknow,,,,,,
FDG44,12.6,Low Fat,0.178923163,Fruits and Vegetables,55.7298,OUT019,1985,Small,Tier 1,Grocery Store,161.7894,Hyderabad,,,,,,
FDD35,12.15,Low Fat,0.053930934,Starchy Foods,119.244,OUT035,2004,Small,Tier 2,Supermarket Type1,2636.568,Lucknow,,,,,,
FDC02,21.35,Low Fat,0.068765205,Canned,260.4278,OUT013,1987,High,Tier 3,Supermarket Type1,3644.5892,Meerut,,,,,,
FDU51,20.2,Regular,0.096906831,Meat,175.5028,OUT018,2009,Medium,Tier 3,Supermarket Type2,6729.9064,Varanasi,,,,,,
NCC19,6.57,Low Fat,0.096862255,Household,193.982,OUT035,2004,Small,Tier 2,Supermarket Type1,2316.984,Surat,,,,,,
FDJ60,19.35,Regular,0.062528426,Baking Goods,166.9184,OUT046,1997,Small,Tier 1,Supermarket Type1,3302.368,Mumbai,,,,,,
NCI29,8.6,Low Fat,0.032621545,Health and Hygiene,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2127.231,Hyderabad,,,,,,
NCF43,8.51,Low Fat,0.05190268,Household,142.247,OUT013,1987,High,Tier 3,Supermarket Type1,2862.94,Varanasi,,,,,,
FDY08,12.6,Regular,0.170246782,Fruits and Vegetables,141.5838,OUT027,1985,Medium,Tier 3,Supermarket Type3,3231.1274,Patna,,,,,,
FDD17,7.5,Low Fat,0.054610829,Frozen Foods,237.1906,OUT010,1998,Medium,Tier 3,Grocery Store,237.6906,Ranchi,,,,,,
FDK41,14.3,Low Fat,0.127517605,Frozen Foods,86.0224,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688,Surat,,,,,,
DRN59,15,Low Fat,0.064271703,Hard Drinks,45.506,OUT045,2002,Medium,Tier 2,Supermarket Type1,466.06,Surat,,,,,,
FDR60,14.3,Low Fat,0.13030659,Baking Goods,75.7328,OUT013,1987,High,Tier 3,Supermarket Type1,617.8624,Bhopal,,,,,,
DRO47,10.195,Low Fat,0.187841082,Hard Drinks,112.486,OUT010,1998,Medium,Tier 3,Grocery Store,113.186,Varanasi,,,,,,
FDF26,6.825,Regular,0.046625941,Canned,154.9998,OUT035,2004,Small,Tier 2,Supermarket Type1,3075.996,Ahmedabad,,,,,,
FDQ12,12.65,Low Fat,0.035410748,Baking Goods,231.401,OUT046,1997,Small,Tier 1,Supermarket Type1,2067.309,Hyderabad,,,,,,
NCO29,11.15,Low Fat,0.032250092,Health and Hygiene,164.0526,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.1254,Surat,,,,,,
DRF03,19.1,Low Fat,0.045378573,Dairy,42.4138,OUT049,1999,Medium,Tier 1,Supermarket Type1,243.6828,Chennai,,,,,,
FDU48,18.85,Low Fat,0.0926587,Baking Goods,131.4284,OUT010,1998,Medium,Tier 3,Grocery Store,263.6568,Yamunanagar,,,,,,
DRE03,19.6,Low Fat,0.024222321,Dairy,45.5718,OUT035,2004,Small,Tier 2,Supermarket Type1,945.436,Surat,,,,,,
FDX55,15.1,Low Fat,0.055518167,Fruits and Vegetables,217.3166,OUT017,2007,Medium,Tier 2,Supermarket Type1,1306.2996,Indore,,,,,,
FDP38,12.6,Low Fat,0.031946638,Canned,51.6008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1821.6288,Guwahati,,,,,,
FDZ19,6.425,Low Fat,0.093983518,Fruits and Vegetables,175.5712,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984,Lucknow,,,,,,
NCU54,8.88,Low Fat,0.098822387,Household,209.627,OUT045,2002,Medium,Tier 2,Supermarket Type1,1887.543,Indore,,,,,,
FDY36,12.3,Low Fat,0.009410528,Baking Goods,73.738,OUT046,1997,Small,Tier 1,Supermarket Type1,1318.284,Delhi,,,,,,
FDL16,12.85,Low Fat,0.169139066,Frozen Foods,46.406,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424,Ranchi,,,,,,
FDW31,11.35,Regular,0.043122189,Fruits and Vegetables,197.9742,OUT013,1987,High,Tier 3,Supermarket Type1,995.371,Yamunanagar,,,,,,
DRK49,12.6,Low Fat,0.035769657,Soft Drinks,40.9138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.8692,Meerut,,,,,,
FDC08,19,Regular,0.10361083,Fruits and Vegetables,228.372,OUT049,1999,Medium,Tier 1,Supermarket Type1,905.488,Mumbai,,,,,,
FDO56,10.195,Regular,0.044974051,Fruits and Vegetables,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,1874.8928,Chandigarh,,,,,,
NCV53,8.27,Low Fat,0.018920019,Health and Hygiene,238.088,OUT017,2007,Medium,Tier 2,Supermarket Type1,6231.888,Nagpur,,,,,,
FDA35,14.85,Regular,0.054142088,Baking Goods,124.1072,OUT017,2007,Medium,Tier 2,Supermarket Type1,1837.608,Chandigarh,,,,,,
FDL40,12.6,Low Fat,0.053930934,Frozen Foods,98.241,OUT019,1985,Small,Tier 1,Grocery Store,289.623,Bangalore,,,,,,
FDJ04,18,Low Fat,0.124645538,Frozen Foods,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232,Bangalore,,,,,,
FDA31,7.1,Low Fat,0.110459828,Fruits and Vegetables,172.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404,Varanasi,,,,,,
FDX24,8.355,Low Fat,0.013957308,Baking Goods,94.0462,OUT045,2002,Medium,Tier 2,Supermarket Type1,1480.7392,Surat,,,,,,
FDQ59,9.8,Regular,0.056386541,Breads,84.6908,OUT046,1997,Small,Tier 1,Supermarket Type1,503.3448,Pune,,,,,,
FDF45,18.2,Regular,0.012273747,Fruits and Vegetables,60.0904,OUT017,2007,Medium,Tier 2,Supermarket Type1,1113.2176,Indore,,,,,,
FDH05,12.6,Regular,0.090473389,Frozen Foods,229.7984,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,Varanasi,,,,,,
NCZ54,14.65,Low Fat,0.083359391,Household,161.9552,OUT046,1997,Small,Tier 1,Supermarket Type1,4711.2008,Hyderabad,,,,,,
FDW01,12.6,Low Fat,0.112161697,Canned,154.4682,OUT019,1985,Small,Tier 1,Grocery Store,152.4682,Delhi,,,,,,
FDX36,9.695,Regular,0.128805815,Baking Goods,224.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,5851.0504,Meerut,,,,,,
NCO55,12.6,Low Fat,0.090596378,Others,106.6938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.0698,Patna,,,,,,
FDL13,13.85,Regular,0.056637129,Breakfast,233.83,OUT017,2007,Medium,Tier 2,Supermarket Type1,2796.36,Indore,,,,,,
FDV16,7.75,Regular,0.083059634,Frozen Foods,35.7558,OUT049,1999,Medium,Tier 1,Supermarket Type1,611.2044,Mumbai,,,,,,
FDN04,11.8,Regular,0.014115626,Frozen Foods,178.5344,OUT045,2002,Medium,Tier 2,Supermarket Type1,3390.2536,Indore,,,,,,
NCH06,12.3,Low Fat,0.076866235,Household,247.146,OUT018,2009,Medium,Tier 3,Supermarket Type2,492.692,Varanasi,,,,,,
FDA40,16,Regular,0.099188598,Frozen Foods,88.9856,OUT013,1987,High,Tier 3,Supermarket Type1,1669.8264,Guwahati,,,,,,
NCS05,11.5,Low Fat,0.021010687,Health and Hygiene,131.3942,OUT049,1999,Medium,Tier 1,Supermarket Type1,927.4594,Mumbai,,,,,,
